item_,vote_average,vote_count
197,4.10460251,239
1019,3.967741935,31
160,3.463768116,69
676,3.337662338,77
930,2.7,80
343,3.096774194,124
1012,3.53,100
111,3.485294118,272
282,3.685344828,232
428,3.818181818,121
272,4.262626263,198
1350,1.5,2
274,3.5,190
411,2.914110429,163
690,3.458064516,155
82,3.720306513,261
660,3.764705882,153
312,3.1625,80
118,3.215017065,293
705,3.99270073,137
9,3.89632107,299
855,3.727272727,66
39,3.264367816,87
295,3.402597403,77
539,2.477272727,44
346,3.642857143,126
313,4.245714286,350
1246,1.571428571,7
1218,3.461538462,26
493,4.15,60
317,3.911764706,102
1139,2.606060606,33
1157,2.88,25
768,3.076923077,52
1079,2.244444444,45
823,2.87804878,82
906,3.19047619,21
338,2.659340659,91
480,4.284916201,179
1284,2.846153846,26
103,1.866666667,15
531,3.92248062,129
630,3.290322581,31
1206,2.684210526,19
1376,2.142857143,7
16,3.205128205,39
10,3.831460674,89
361,3.5,10
997,2.125,16
515,4.2039801,201
320,4.05,20
156,3.986486486,148
431,3.535947712,153
960,3.24,25
62,3.141732283,127
73,3.46875,128
780,3,69
139,2.78,50
765,2.8125,32
67,3.048543689,103
624,3.272727273,22
305,3.643678161,87
752,3.307692308,39
1086,3.285714286,21
345,3.4,65
597,3.150485437,206
170,4.173553719,121
1518,3,12
618,3.611111111,18
406,2.448979592,49
92,3.615384615,104
796,3.083333333,36
564,2.037037037,27
1049,2.52,25
794,3.652173913,46
1217,2.871794872,39
842,3.148148148,27
1018,3.1875,32
256,3.5625,16
577,2.219512195,41
1224,2.666666667,12
699,3.676470588,102
60,4.015625,64
943,3.475,40
126,3.804123711,97
961,3.617647059,34
812,3.111111111,18
809,2.906976744,43
1198,3.142857143,7
122,2.339622642,106
860,2.25,16
548,2.166666667,12
1020,3.885714286,35
996,2.5,14
653,3.911764706,34
802,2.7,40
159,3.227722772,101
348,3.296296296,27
1053,3.458333333,24
925,3.323529412,34
391,2.745762712,59
816,2.428571429,21
551,2.416666667,24
1102,2.428571429,7
646,3.868421053,38
958,3.785714286,14
940,2.34375,32
373,2.897435897,39
1127,2.909090909,11
843,3,30
818,2.76,25
351,2.7,20
1500,5,2
656,4,44
1384,1.666666667,3
1128,2.692307692,13
1124,3.833333333,12
1520,3,1
1170,3.074074074,27
1484,2.666666667,3
1187,3.230769231,13
19,3.956521739,69
1324,2.4,5
1394,2.428571429,7
838,2.75,4
1322,2.333333333,6
1529,2.8,5
1479,2.75,8
388,2.392857143,28
885,2.230769231,13
1202,3.5,8
601,4,20
1023,2.580645161,31
711,4,1
1409,2.857142857,7
1480,2.272727273,11
1167,3.545454545,11
1143,4,15
800,2.884615385,26
706,2.666666667,6
1273,2.733333333,15
1398,4.5,2
1561,1,1
1058,3.266666667,15
803,2.555555556,9
726,2.428571429,14
1121,3.761904762,21
1517,2.8,5
912,3,9
1375,3.6,10
1557,1,1
1333,2.8,5
1369,2.75,4
1555,2.6,5
1477,2.5,2
1344,3.2,5
1377,3.25,4
1138,3.4,5
1308,1,2
1080,4,2
1512,4,6
1391,2,3
1472,3.5,2
1447,3,1
1235,4,1
1026,2.5,4
438,1.166666667,6
1549,1.5,2
1514,3.142857143,7
1617,3,2
1461,2,1
666,2.4,5
1569,1,1
1593,4,1
1171,3.142857143,14
1319,1.75,4
1475,2.875,8
1614,3,1
1486,1,1
1490,3,3
1600,3.75,4
1628,3.75,4
1196,3,3
1613,4,1
1584,1,1
1645,4,1
1659,1,1
1682,3,1
1630,3,1
1567,1,1
1635,3,1
